Handle,Title,Body (HTML),Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Fly Type (product.metafields.custom.fly_type),Product Format (product.metafields.custom.product_format),Season (product.metafields.custom.season),Spicies (product.metafields.custom.spicies)
top-secret-midge-fishing-fly,,,,,,,12,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
top-secret-midge-fishing-fly,,,,,,,14,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
top-secret-midge-fishing-fly,,,,,,,16,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
top-secret-midge-fishing-fly,,,,,,,18,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
clousers-deep-minnow-chartreuse-white-streamer-fly-fishing-flies,Clousers Deep Minnow Chartreuse White - Streamer Fly Fishing Flies,"<ul>
<li><span class=""a-list-item"">The Clouser's Minnow have been proven effective on many species of saltwater and freshwater gamefish</span></li>
<li><span class=""a-list-item"">Tied on premium stainless steel hooks</span></li>
<li><span class=""a-list-item"">Equally effective on saltwater game fish like Striped bass and Redfish, and freshwater species like Bass Trout and Pike</span></li>
</ul>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/ClousersDeepMinnowChartreuseandWhite.webp?v=1770968404,1,,FALSE,,,Streamers,Fly Bars,All Seasons,"Trout
Bass"
clousers-deep-minnow-chartreuse-white-streamer-fly-fishing-flies,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
clousers-deep-minnow-chartreuse-white-streamer-fly-fishing-flies,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
clousers-deep-minnow-chartreuse-white-streamer-fly-fishing-flies,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
clousers-deep-minnow-chartreuse-white-streamer-fly-fishing-flies,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,8,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-head-copper-john-nymph-fly-fishing-flies-1,Bead Head Copper John Nymph Fly Fishing Flies,"<ul>
<li>
<p><span>Premium barbless hooks for easy catch-and-release and for those waters where regulations call for barbless only flies.</span></p>
</li>
<li>
<p><span>Copper John nymph fishing flies are the hottest nymphing fly patterns on the river.</span></p>
</li>
<li>
<p><span></span><span>Bead head, slim profile with copper wire body gets deep in the water column quickly</span><br><span>Excellent trout, panfish. bass or steelhead flies. 12 hand  flies hook.</span></p>
</li>
<li>
<p><span></span><span>Fish singly, in two or three fly nymph rigs, or as a dropper under a foam hopper fly</span><br><span>Essential on freestone rivers where insect nymphs are an important trout food.</span></p>
</li>
</ul>",Fly Sets,,TRUE,Size,10,,,,,,,,,0,shopify,10,deny,manual,3.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/Copper-John-Barbless-Set-of-12-Fly-Fishing-Flies-All-Same-Size_39f8d71e-9f12-460f-96be-b0acff2143ba.webp?v=1770965469,1,,FALSE,,,Nymphs,Fly Sets,Winter,"Trout
Bass"
bead-head-copper-john-nymph-fly-fishing-flies-1,,,,,,,12,,,,,,,,,0,shopify,10,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-head-copper-john-nymph-fly-fishing-flies-1,,,,,,,14,,,,,,,,,0,shopify,10,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-head-copper-john-nymph-fly-fishing-flies-1,,,,,,,16,,,,,,,,,0,shopify,10,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-head-copper-john-nymph-fly-fishing-flies-1,,,,,,,18,,,,,,,,,0,shopify,10,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-head-copper-john-nymph-fly-fishing-flies,Bead Head Copper John Nymph Fly Fishing Flies,"<ul>
<li>Beaded Barr's Copper John nymph fishing flies are the hottest nymph fly patterns on the river</li>
<li>Bead head and slim profile with copper wire body fly fishing nymph flies for getting deep in the water column quickly</li>
<li>Excellent trout, panfish. bass or steelhead flies. Can be fished singly, in two and three fly nymph rigs, or as a dropper nymph pattern under a foam hopper fly pattern</li>
<li>Pack of 6 Copper John Nymph Flies</li>
<li>Essential on freestone rivers where insect nymphs are an important trout food.</li>
</ul>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/51Y4Fn4gc_L._UL1200.jpg?v=1770965114,1,,FALSE,,,Nymphs,Fly Bars,Winter,"Trout
Bass"
bead-head-copper-john-nymph-fly-fishing-flies,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-head-copper-john-nymph-fly-fishing-flies,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-head-copper-john-nymph-fly-fishing-flies,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-head-copper-john-nymph-fly-fishing-flies,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,,,,,,,
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies-1,Female Adams Classic Dry Fly - Hand Tied Fly Fishing Trout Flies,"<ul>
<li class=""a-spacing-mini""><span>The Female Adams is an essential dry fly and the perfect searching fly pattern to catch trout, bass or panfish.</span></li>
<li class=""a-spacing-mini""><span>One of the best mayfly and general flying aquatic insect imitations ever tied</span></li>
<li class=""a-spacing-mini""><span>Excellent trout, bass, steelhead or panfish dry flies. Makes a great gift</span></li>
</ul>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/il_1588xN.3540605864_s0a2.webp?v=1770964715,1,,FALSE,,,Dries,Fly Bars,All Seasons,Trout
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies-1,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies-1,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies-1,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies-1,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies,Female Adams Classic Dry Fly - Hand Tied Fly Fishing Trout Flies,"<ul>
<li class=""a-spacing-mini""><span>The Female Adams is an essential dry fly and the perfect searching fly pattern to catch trout, bass or panfish.</span></li>
<li class=""a-spacing-mini""><span>One of the best mayfly and general flying aquatic insect imitations ever tied</span></li>
<li class=""a-spacing-mini""><span>Excellent trout, bass, steelhead or panfish dry flies. Makes a great gift</span></li>
</ul>",Fly Sets,,TRUE,Size,10,,,,,,,,,0,shopify,10,deny,manual,5.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/il_1588xN.3591366865_s6q0.webp?v=1770964607,1,,FALSE,,,Dries,Fly Sets,All Seasons,Trout
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies,,,,,,,12,,,,,,,,,0,shopify,10,deny,manual,5.8,,TRUE,TRUE,,,,,,,,,,,,,,,
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies,,,,,,,14,,,,,,,,,0,shopify,10,deny,manual,5.8,,TRUE,TRUE,,,,,,,,,,,,,,,
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies,,,,,,,16,,,,,,,,,0,shopify,10,deny,manual,5.8,,TRUE,TRUE,,,,,,,,,,,,,,,
female-adams-classic-dry-fly-hand-tied-fly-fishing-trout-flies,,,,,,,18,,,,,,,,,0,shopify,10,deny,manual,5.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph-1,Barbless Pat's Barred Rubber Legs Tungsten Bead Jigged Black Euro Nymph,"<ul>
<li class=""a-spacing-mini""><span class=""a-list-item"">Pat's Rubber Legs Nymph is an old standby must-have fly originally tied for the Box Canyon stretch of the famed Henry's Fork of the Snake River</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Now improved with tungsten bead heads tied on a premium jigged hook - can be fished under an indicator, a big hopper dry fly or in a multi-fly Euro rig.</span></li>
<li class=""a-spacing-mini"">
<span class=""a-list-item"">Excellent trout, bass, salmon. panfish or steelhead flies. Great for still water fishing too!</span><br>
</li>
</ul>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/A_Pats-Black-Barred-Rubber-Leg-Nymph-Tungsten-Bead-Fly-Fishing-Flies-NEW_3e2fb949-e948-4692-9c57-f8f6dc57aa16.webp?v=1770964241,1,,FALSE,,,Nymphs,Fly Bars,Winter,"Bass
Pike
Trout"
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph-1,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph-1,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph-1,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph-1,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph,Barbless Pat's Barred Rubber Legs Tungsten Bead Jigged Black Euro Nymph,"<ul>
<li class=""a-spacing-mini""><span class=""a-list-item"">Pat's Rubber Legs Nymph is an old standby must-have fly originally tied for the Box Canyon stretch of the famed Henry's Fork of the Snake River</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Now improved with tungsten bead heads tied on a premium jigged hook - can be fished under an indicator, a big hopper dry fly or in a multi-fly Euro rig.</span></li>
<li class=""a-spacing-mini"">
<span class=""a-list-item"">Excellent trout, bass, salmon. panfish or steelhead flies. Great for still water fishing too!</span><br>
</li>
</ul>",Fly Sets,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/A_Pats-Black-Barred-Rubber-Leg-Nymph-Tungsten-Bead-Fly-Fishing-Flies-Set-of-12.webp?v=1770964117,1,,FALSE,,,Wets,Fly Sets,All Seasons,"Bass
Pike
Trout"
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-barred-rubber-legs-tungsten-bead-jigged-black-euro-nymph,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph-1,Barbless Pat's Rubber Legs Tungsten Bead Jigged Black/Chartreuse Euro Nymph,"<ul>
<li class=""a-spacing-mini""><span class=""a-list-item"">Pat's Rubber Legs Nymph is an old standby must-have fly originally tied for the Box Canyon stretch of the famed Henry's Fork of the Snake River</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Now improved with tungsten bead heads tied on a premium jigged hook - can be fished under an indicator, a big hopper dry fly or in a multi-fly Euro rig.</span></li>
<li class=""a-spacing-mini"">
<span class=""a-list-item"">Excellent trout, bass, salmon. panfish or steelhead flies. Great for still water fishing too.</span><br>
</li>
</ul>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/Pats-Black-Chartreuse-Rubber-Leg-Nymph-Tungsten-Bead-Fly-Fishing-Flies-New.webp?v=1770963921,1,,FALSE,,,Nymphs,Fly Bars,Winter,"Bass
Pike
Trout"
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph-1,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph-1,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph-1,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph-1,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph,Barbless Pat's Rubber Legs Tungsten Bead Jigged Black/Chartreuse Euro Nymph,"<ul>
<li class=""a-spacing-mini""><span class=""a-list-item"">Pat's Rubber Legs Nymph is an old standby must-have fly originally tied for the Box Canyon stretch of the famed Henry's Fork of the Snake River</span></li>
<li class=""a-spacing-mini""><span class=""a-list-item"">Now improved with tungsten bead heads tied on a premium jigged hook - can be fished under an indicator, a big hopper dry fly or in a multi-fly Euro rig.</span></li>
<li class=""a-spacing-mini"">
<span class=""a-list-item"">Excellent trout, bass, salmon. panfish or steelhead flies. Great for still water fishing too.</span><br>
</li>
</ul>",Fly Sets,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/Pats-Black-Chartreuse-Set-of-12-Rubber-Leg-Nymph-Tungsten-Bead-Fly-Fishing-Flies.webp?v=1770963828,1,,FALSE,,,Nymphs,Fly Sets,All Seasons,"Bass
Pike
Trout"
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-pats-rubber-legs-tungsten-bead-jigged-black-chartreuse-euro-nymph,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,16.8,,TRUE,TRUE,,,,,,,,,,,,,,,
thin-mint-streamer-fly-fishing-flies-cone-head-weighted-mustad-signature-hooks,Thin Mint Streamer Fly Fishing Flies - Cone Head - Weighted - Mustad Signature Hooks,"<p><span>Cone Head Thin Mint Streamer Fly You want to have a few Thin Mint in your box as it catches fish. Best described as a multicolored Wooly Bugger, this fly can imitate anything. The marabou tail creates a lifelike action that any trout, bass, salmon can't resist. Your fly box should have several of these from large to small and different colors. These flies have a lead under-body With a cone head to get the fly quickly into the fish-able area. The best thing about streamer fishing is you can't screw it up. You can drift them, strip them or a combination. Hand tied by qualified professionals Quality high strength &amp; chemically sharpened hooks Premium materials Mustad Hook Details: The Mustad Signature fly hooks feature unique sharpness and strength. Developed in cooperation with the world´s top fly tiers to exact proportions between, gap, bend, wire diameter and shank length for precise scaling unmatched by others. Micro barb can easily be pinched down without damaging the hook for barbless applications. Bronze finish. Chemically sharpened, Nor-Tempered high carbon steel.</span></p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/w91566xx.jpg?v=1771453701,1,,FALSE,,,Wets,Fly Bars,All Seasons,"Bass
Pike
Trout"
thin-mint-streamer-fly-fishing-flies-cone-head-weighted-mustad-signature-hooks,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
thin-mint-streamer-fly-fishing-flies-cone-head-weighted-mustad-signature-hooks,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
thin-mint-streamer-fly-fishing-flies-cone-head-weighted-mustad-signature-hooks,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
thin-mint-streamer-fly-fishing-flies-cone-head-weighted-mustad-signature-hooks,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
fat-albert-tan-foam-body-grasshopper-flies-1,Fat Albert Tan Foam Body Grasshopper Flies,"<ul>
<li><span>Dry flies for trout, bass, panfish or crappie.</span></li>
<li><span>Perfect for bank-popping in the heat of summer, or for searching pocket water</span></li>
<li><span>Great strike inducing grasshopper or stonefly adult fly pattern. Unsinkable fly.</span></li>
<li><span>Perfect for indicator fishing with a beaded nymph dropper.</span></li>
</ul>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/Fat-Albert-Foam-Hooper-Fly-Fishing-Fly_79cc5bf8-543b-4977-82d5-0c0d9636512f.webp?v=1770961762,1,,FALSE,,,Nymphs,Fly Bars,All Seasons,"Bass
Pike
Trout"
fat-albert-tan-foam-body-grasshopper-flies-1,,,,,,,12,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
fat-albert-tan-foam-body-grasshopper-flies-1,,,,,,,14,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
fat-albert-tan-foam-body-grasshopper-flies-1,,,,,,,16,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
fat-albert-tan-foam-body-grasshopper-flies-1,,,,,,,18,,,,,,,,,0,shopify,10,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
fat-albert-tan-foam-body-grasshopper-flies,Fat Albert Tan Foam Body Grasshopper Flies,"<ul>
<li><span>Dry flies for trout, bass, panfish or crappie.</span></li>
<li><span>Perfect for bank-popping in the heat of summer, or for searching pocket water</span></li>
<li><span>Great strike inducing grasshopper or stonefly adult fly pattern. Unsinkable fly.</span></li>
<li><span>Perfect for indicator fishing with a beaded nymph dropper.</span></li>
</ul>",Fly Sets,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,4.9,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/Fat-Albert-Tan-Set-of-12-Fly-Fishing-Flies.webp?v=1770961369,1,,FALSE,,,Nymphs,Fly Sets,All Seasons,"Bass
Pike
Trout"
fat-albert-tan-foam-body-grasshopper-flies,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,4.9,,TRUE,TRUE,,,,,,,,,,,,,,,
fat-albert-tan-foam-body-grasshopper-flies,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,4.9,,TRUE,TRUE,,,,,,,,,,,,,,,
fat-albert-tan-foam-body-grasshopper-flies,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,4.9,,TRUE,TRUE,,,,,,,,,,,,,,,
fat-albert-tan-foam-body-grasshopper-flies,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,4.9,,TRUE,TRUE,,,,,,,,,,,,,,,
joes-hopper-yellow-foam-body-grasshopper-flies-1,Joe's Hopper Yellow Foam Body Grasshopper Flies,"<ul dir=""ltr"">
<li class=""a-spacing-mini"">
<div id=""featurebullets_feature_div"" data-feature-name=""featurebullets_nonPets"" data-csa-c-type=""widget"" data-csa-c-content-id=""featurebullets_nonPets"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-asin=""B0F5BVYSYN"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""featurebullets_feature_div"" data-csa-c-id=""nt4fu5-a9kqlb-grg7fg-1frhh9"">
<div id=""feature-bullets"">
<p><span>Improved version with yellow foam body. Originated in Michigan as the Michigan Hopper in the 1920s–1940s by Art Winnie, a Traverse City barber and fly tier who sold his flies commercially. It gained widespread fame in the 1950s when renowned angler and writer Joe Brooks praised and popularized it (including in his books), leading to its common name, Joe's Hopper. Though it has been somewhat overshadowed by modern foam-bodied hoppers, it remains a proven, durable classic for hopper season.</span></p>
</div>
</div>
<div id=""provenanceCertifications_feature_div"" class=""celwidget"" data-feature-name=""provenanceCertifications"" data-csa-c-type=""widget"" data-csa-c-content-id=""provenanceCertifications"" data-csa-c-slot-id=""provenanceCertifications_feature_div"" data-csa-c-asin=""B0F5BVYSYN"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""provenanceCertifications_feature_div"" data-csa-c-id=""qs4fcj-bwjiox-c8ziz2-7sjcui"">
<div id=""provenance-certifications"" class=""a-section a-spacing-medium a-spacing-top-micro""></div>
</div>
</li>
</ul>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/Joes-Hopper-main-image.webp?v=1770960766,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
joes-hopper-yellow-foam-body-grasshopper-flies-1,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,
joes-hopper-yellow-foam-body-grasshopper-flies-1,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,
joes-hopper-yellow-foam-body-grasshopper-flies-1,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,
joes-hopper-yellow-foam-body-grasshopper-flies-1,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,
joes-hopper-yellow-foam-body-grasshopper-flies,Joe's Hopper Yellow Foam Body Grasshopper Flies,"<ul dir=""ltr"">
<li class=""a-spacing-mini"">
<div id=""featurebullets_feature_div"" data-feature-name=""featurebullets_nonPets"" data-csa-c-type=""widget"" data-csa-c-content-id=""featurebullets_nonPets"" data-csa-c-slot-id=""featurebullets_feature_div"" data-csa-c-asin=""B0F5BVYSYN"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""featurebullets_feature_div"" data-csa-c-id=""nt4fu5-a9kqlb-grg7fg-1frhh9"">
<div id=""feature-bullets"">
<p><span>Improved version with yellow foam body. Originated in Michigan as the Michigan Hopper in the 1920s–1940s by Art Winnie, a Traverse City barber and fly tier who sold his flies commercially. It gained widespread fame in the 1950s when renowned angler and writer Joe Brooks praised and popularized it (including in his books), leading to its common name, Joe's Hopper. Though it has been somewhat overshadowed by modern foam-bodied hoppers, it remains a proven, durable classic for hopper season.</span></p>
</div>
</div>
<div id=""provenanceCertifications_feature_div"" class=""celwidget"" data-feature-name=""provenanceCertifications"" data-csa-c-type=""widget"" data-csa-c-content-id=""provenanceCertifications"" data-csa-c-slot-id=""provenanceCertifications_feature_div"" data-csa-c-asin=""B0F5BVYSYN"" data-csa-c-is-in-initial-active-row=""false"" data-cel-widget=""provenanceCertifications_feature_div"" data-csa-c-id=""qs4fcj-bwjiox-c8ziz2-7sjcui"">
<div id=""provenance-certifications"" class=""a-section a-spacing-medium a-spacing-top-micro""></div>
</div>
</li>
</ul>",Fly Sets,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,4.95,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/Joes-Hopper-set-of-12-Fly-Fishing-terrestrial-flies.webp?v=1770960664,1,,FALSE,,,Dries,Fly Sets,All Seasons,"Bass
Trout"
joes-hopper-yellow-foam-body-grasshopper-flies,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,4.95,,TRUE,TRUE,,,,,,,,,,,,,,,
joes-hopper-yellow-foam-body-grasshopper-flies,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,4.95,,TRUE,TRUE,,,,,,,,,,,,,,,
joes-hopper-yellow-foam-body-grasshopper-flies,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,4.95,,TRUE,TRUE,,,,,,,,,,,,,,,
joes-hopper-yellow-foam-body-grasshopper-flies,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,4.95,,TRUE,TRUE,,,,,,,,,,,,,,,
